text,Sentiment,Sentiment_Label,Sentiment_Code
spartial there you,0.0,Neutral,0
go now it looks like it's right there,0.2857142857142857,Positive,1
the pigeon so you can go to your,0.0,Neutral,0
previous photos uh from cbo navigate,-0.16666666666666666,Negative,0
that we went to i can also click on a,0.0,Neutral,0
photo like this it will open it up right,0.14285714285714285,Positive,1
this is on icloud so it's um might be,0.0,Neutral,0
downloading but um,0.0,Neutral,0
i can just zoom in like this you can see,0.0,Neutral,0
it's very cool and i can look at the,0.45499999999999996,Positive,1
corner and i can expand it so if i look,0.0,Neutral,0
at the bottom pick the bar put it,0.0,Neutral,0
anywhere here so you can see it's really,0.2,Positive,1
big to me it feels like a movie hall can,0.0,Neutral,0
look at the corner make it even bigger,0.0,Neutral,0
and i can also make it come towards me,0.0,Neutral,0
so like this now it's right in front of,0.2857142857142857,Positive,1
me here now the interesting thing that i,0.5,Positive,1
didn't realize is i found it out by,0.0,Neutral,0
mistake if it's something is really,0.2,Positive,1
close to you you can interact it using,0.0,Neutral,0
your hands so it does feel like you know,0.0,Neutral,0
in iron man 2o when iron man is building,0.0,Neutral,0
stuff so he's like also interacting with,0.0,Neutral,0
holograms so if i want to this is a,0.0,Neutral,0
picture right in front of me so i can,0.2857142857142857,Positive,1
just do this so you can see next picture,0.0,Neutral,0
do this next picture this next picture i,0.0,Neutral,0
can click on,0.0,Neutral,0
this,0.0,Neutral,0
oh yep can just pick,0.0,Neutral,0
this yep and i can move it around it's,0.0,Neutral,0
so cool it's it's it's really cool cool,0.3499999999999999,Positive,1
it is cool in in hindi i'd like to,0.35,Positive,1
say apple co you know and in english it,0.0,Neutral,0
means credit where credit is due so if,-0.125,Negative,0
it's like really close to me i,0.2,Positive,1
can open it,0.0,Neutral,0
up you know zooming in it it's literally,0.0,Neutral,0
like it's right in front of me and it's,0.2857142857142857,Positive,1
all 4k it's not like a very bad quality,-0.9099999999999998,Negative,0
picture close,0.0,Neutral,0
it so i was watching like um shangi or,0.0,Neutral,0
whatever and you can also go to the,0.0,Neutral,0
avengers tower which is also a little,-0.1875,Negative,0
bit of a gimmick but it feels like,0.0,Neutral,0
you're in the avengers star you can see,0.0,Neutral,0
iron man my suit my seat turned into a,0.0,Neutral,0
cushion or whatever and when you are,0.0,Neutral,0
watching movies on the avengers tower,0.0,Neutral,0
this all becomes a night life so night,0.0,Neutral,0
uh night uh new york city and the movie,0.13636363636363635,Positive,1
floats over here so it literally does,0.0,Neutral,0
feel like you're in a,0.0,Neutral,0
cinema for imax let me just show you,0.0,Neutral,0
what the imax looks like so i think this,0.0,Neutral,0
is a really cool uh feature because it,0.35,Positive,1
feels like you're in a theater because,0.0,Neutral,0
they have mimicked the theater so if i,0.0,Neutral,0
just click on this trailer play the,0.0,Neutral,0
trailer for example you might not be,0.0,Neutral,0
able to see in the video but if i play,0.5,Positive,1
it and i reduce the sound a little,0.10625000000000001,Positive,1
bit it does feel like i'm in a theater,0.0,Neutral,0
so you can see imax is written over,0.0,Neutral,0
there and there are some fake uh exit,-0.5,Negative,0
doors over there the railing over there,0.0,Neutral,0
so it does feel like i'm in a theater,0.0,Neutral,0
and it feel feels like really high,0.16,Positive,1
quality as well like 4k hdr dolby vision,0.0,Neutral,0
whatever and i can also pick the seat,0.0,Neutral,0
where i'm sitting at so right now i'm in,0.2857142857142857,Positive,1
the back now i'm in the middle and now,0.0,Neutral,0
i'm in the front so here you can see i'm,0.0,Neutral,0
like i have to raise my neck up and the,0.0,Neutral,0
audio is also pretty pretty,0.25,Positive,1
nice this is my favorite feature if,0.55,Positive,1
you're on a plane because i travel a lot,0.0,Neutral,0
so i can watch movies like,0.0,Neutral,0
this it's very cool,0.45499999999999996,Positive,1
all right but a lot of uh lot of marvel,0.2857142857142857,Positive,1
movies uh as well if you go to disney,0.0,Neutral,0
plus you,0.0,Neutral,0
can go to marvel and all these movies,0.0,Neutral,0
are most of them i saw were in 3d i was,0.5,Positive,1
seeing iron man 2 everything was in 3d,0.0,Neutral,0
so it's pretty cool so you can actually,0.19999999999999998,Positive,1
watch a movie like with a view you can,0.0,Neutral,0
make it bigger if you want see so big,0.0,Neutral,0
good to play around with let me show you,0.7,Positive,1
how to work on it so if you go to your,0.0,Neutral,0
macbook there you go so now this is my,0.0,Neutral,0
macbook,0.0,Neutral,0
screen i can make it big and these are,0.0,Neutral,0
my laptop and my sorry monitor and,-0.5,Negative,0
keyboard so i can just edit my macbook,0.0,Neutral,0
screen and go to,0.0,Neutral,0
safari right weird thing is i can't see,-0.10714285714285715,Negative,0
my keyboard so you need to have touch,0.0,Neutral,0
typing enabled maybe you can work here,0.0,Neutral,0
and you can have your music playing here,0.0,Neutral,0
in the background somewhere you can work,0.0,Neutral,0
here you can have your your twitter,0.0,Neutral,0
somewhere here like,0.0,Neutral,0
this right,0.2857142857142857,Positive,1
can it's so cool like the hand it thing,0.35,Positive,1
this thing never gets old it's like been,0.1,Positive,1
playing around with it for a while and,0.0,Neutral,0
it's just so cool like,0.35,Positive,1
retweet not now,0.0,Neutral,0
retweet whatever um really cool really,0.275,Positive,1
cool yeah very,0.275,Positive,1
cool all right moving on so let's see,0.31785714285714284,Positive,1
what else it has i'm going to close the,0.0,Neutral,0
mac window just put this here i'll close,0.0,Neutral,0
this as well music i'll,0.0,Neutral,0
close um photos i showed you web,0.0,Neutral,0
browsing pretty standard like you can,0.125,Positive,1
have uh,0.0,Neutral,0
proper web browsing also the text is,0.0,Neutral,0
really sharp also you can do it like,-0.125,Negative,0
this this is like pretty tony stock like,0.25,Positive,1
i know it's a bit cringe what i'm saying,0.0,Neutral,0
but it it does feel like magic just,0.5,Positive,1
doing this very,0.2,Positive,1
cool um you have your notes your app,0.35,Positive,1
store about the app store there's a,0.0,Neutral,0
limitation that you can also that you,0.0,Neutral,0
can only use um the i can't see but,0.0,Neutral,0
anyway there's a limitation that you can,0.0,Neutral,0
only use an apple us id,0.0,Neutral,0
so if i go to the app store right now,0.2857142857142857,Positive,1
because i'm logged in with my uk or,0.0,Neutral,0
india id it will say that it is not,0.0,Neutral,0
available in your country then how do,0.4,Positive,1
you get all the benefits is it like you,0.0,Neutral,0
have to make a new id and then lose out,0.13636363636363635,Positive,1
on the photos that you have the music,0.0,Neutral,0
that you have the subscriptions that you,0.0,Neutral,0
have the disney plus and everything that,0.0,Neutral,0
you have that doesn't really matter,0.2,Positive,1
because it's not tied to apple but for,0.0,Neutral,0
example your apple icloud data so like,0.0,Neutral,0
your photos your music will that all be,0.0,Neutral,0
lost because you would not be able to,0.5,Positive,1
sign in with two ids that is correct but,0.0,Neutral,0
there's a work around it what i do is i,0.0,Neutral,0
just made a us apple id and whenever i,0.0,Neutral,0
want to install an application from the,0.0,Neutral,0
app store i log in with the us apple id,0.0,Neutral,0
i install that application then i just,0.0,Neutral,0
sign out and log in with my normal id,0.15,Positive,1
and i get all my songs and all my notes,0.0,Neutral,0
and all my all my photos and everything,0.0,Neutral,0
so it is is it really a problem not,0.2,Positive,1
really because i don't download apps,0.2,Positive,1
that many times i just download once and,0.5,Positive,1
when i don't do want to download some,0.0,Neutral,0
new one i will just sign out sign in,0.13636363636363635,Positive,1
with my us id which is free to create,0.4,Positive,1
easy to create then i'll sign out and,0.43333333333333335,Positive,1
sign in with my original id and i will,0.375,Positive,1
use it like i'm using any other apple,-0.125,Negative,0
device so is it really a deal breaker,0.2,Positive,1
for you to get it because of the region,0.0,Neutral,0
limitations i don't think so so which is,0.0,Neutral,0
why you know i have all my photos now,0.0,Neutral,0
synced to icloud my notes my music that,0.0,Neutral,0
i just showed you everything my email,0.0,Neutral,0
and all sorts of things mindfulness i,0.0,Neutral,0
did not really try that i think it's uh,-0.1,Negative,0
oh take a deep breath for 5 minutes,0.0,Neutral,0
i'll can i zoom in hi hello this is,0.0,Neutral,0
jess and i'll be guiding you through,0.0,Neutral,0
this meditation on,0.0,Neutral,0
creativity meditation okay don't know if,0.5,Positive,1
you can hear,0.0,Neutral,0
it what do i,0.0,Neutral,0
do perspectives a new possibility it's,0.13636363636363635,Positive,1
really high quality it's nice yeah begin,0.38,Positive,1
by focusing on your breath all,0.0,Neutral,0
right it's good enough now i'm bor,0.32857142857142857,Positive,1
anyway in yeah i got it anyway uh close,0.0,Neutral,0
it uh apple tv free form let me try,0.4,Positive,1
that and create a new,0.13636363636363635,Positive,1
drawing,0.0,Neutral,0
pen o,0.0,Neutral,0
interesting i'm never doing that so it's,0.5,Positive,1
a it's a cool toy i would say if you're,0.35,Positive,1
doing your keynote presentation you can,0.0,Neutral,0
have,0.0,Neutral,0
icloud do i have any presentations,0.0,Neutral,0
icloud yep i,0.0,Neutral,0
do this is why i love icloud you know,0.5,Positive,1
um which one should i,0.0,Neutral,0
open empathy one so for example let's do,0.0,Neutral,0
this one it's really old one so don't,0.1,Positive,1
judge,0.0,Neutral,0
me but let's see how powerpoint works in,0.0,Neutral,0
vision,0.0,Neutral,0
pro all right what if i do,0.2857142857142857,Positive,1
slideshow play slideshow try,0.0,Neutral,0
gestures tap to,0.0,Neutral,0
advance yeah swipe to go back okay yeah,0.25,Positive,1
and pitch pinch and hold for,0.0,Neutral,0
tools yeah all good i can do that,0.7,Positive,1
done yeah go back go back it's cool can,0.11666666666666665,Positive,1
also do a slide show in rehearsal,0.0,Neutral,0
environment you can practice in a,0.0,Neutral,0
conference room or a theater okay i want,0.5,Positive,1
to practice in a conference,0.0,Neutral,0
room okay,0.5,Positive,1
oh,0.0,Neutral,0
interesting current slide oh,0.25,Positive,1
interesting and also be in a music,0.5,Positive,1
theater how do i change,0.0,Neutral,0
that lights up what's lights up,0.0,Neutral,0
ah environment i can go to,0.0,Neutral,0
theater so cool it's like i'm i'm i'm,0.35,Positive,1
speaking in a theater like keynote,0.0,Neutral,0
speaker going to practice your keynote,0.0,Neutral,0
sessions you know get the vision pro no,0.0,Neutral,0
it's a being,0.0,Neutral,0
sarcastic very cool yeah you can also,0.27749999999999997,Positive,1
sing maybe have an orchestra i'm not,0.0,Neutral,0
going to sing,0.0,Neutral,0
but what is this okay so i can interact,0.5,Positive,1
with the birds and the dinosaurs that,0.0,Neutral,0
show,0.0,Neutral,0
up,0.0,Neutral,0
okay yeah so when i was doing the demo,0.5,Positive,1
at the come on my finger come on my,0.0,Neutral,0
finger,0.0,Neutral,0
come,0.0,Neutral,0
on,0.0,Neutral,0
oh,0.0,Neutral,0
interesting um,0.5,Positive,1
oh it's a window,0.0,Neutral,0
opening in front of my wall so you can,0.0,Neutral,0
actually ah can see it it's like 3d but,0.0,Neutral,0
when i was doing a demo they showed me a,0.0,Neutral,0
demo of uh football matches and baseball,0.0,Neutral,0
matches so was like you're right you,0.2857142857142857,Positive,1
know in the stadium which felt pretty,0.25,Positive,1
cool all right so i used it for like i,0.31785714285714284,Positive,1
don't know it it didn't feel like it it,0.0,Neutral,0
was like 20 minutes or something but uh,0.0,Neutral,0
uh impressions um i strain is there any,0.0,Neutral,0
i strain uh i don't think there was much,0.2,Positive,1
maybe a little bit to some people i,-0.1875,Negative,0
think it's on case by case basis i don't,0.0,Neutral,0
use it much because i just got rid of,0.2,Positive,1
glasses so i don't want to you know um,0.0,Neutral,0
use it too much but i didn't feel any,0.2,Positive,1
eye strain as such because i think the,0.0,Neutral,0
screens are really high quality so um,0.16,Positive,1
it's not too much on your eyes and i use,0.2,Positive,1
lower brightness dark mode i think it's,-0.15,Negative,0
fine uh is it comfortable to wear on the,0.4083333333333333,Positive,1
head is it too heavy,-0.2,Negative,0
um i don't think it's too heavy a little,-0.19375,Negative,0
heavy but it's not like a deal breaker,-0.2,Negative,0
for me because the new band that they,0.13636363636363635,Positive,1
give the dual loop band that is um,0.0,Neutral,0
comfortable it gives you support here,0.4,Positive,1
and here so you can actually it it lifts,0.0,Neutral,0
it up so i think it's fine um is it,0.4166666666666667,Positive,1
practical for day-to-day like do i work,0.0,Neutral,0
my with like slack and terminal and and,0.0,Neutral,0
vs code or whatever i do not i prefer,0.0,Neutral,0
the monitors to do to monitors i don't,0.0,Neutral,0
think we're quite there yet um so i i i,0.0,Neutral,0
i just got it like a very expensive toy,-0.65,Negative,0
and,0.0,Neutral,0
um it's uh it's just just a toy for now,0.0,Neutral,0
for me uh just to play around with it,0.0,Neutral,0
have fun um i love technology i love,0.43333333333333335,Positive,1
trying out new things um the question,0.13636363636363635,Positive,1
that i got quite a lot is it worth,0.3,Positive,1
"4,000 300 or whatever or 3.5 lakh",0.0,Neutral,0
rupees is it worth that much no it's not,0.25,Positive,1
worth that much it's very expensive um i,-0.17500000000000002,Negative,0
would not recommend buying that right,0.2857142857142857,Positive,1
now maybe in the future versions when it,0.0,Neutral,0
becomes a much much more smaller uh much,0.2333333333333333,Positive,1
more advanced uh with the battery inside,0.45,Positive,1
the uh headset and not for you to carry,0.0,Neutral,0
around improved battery life much,0.2,Positive,1
smaller footprint then it might be the,0.0,Neutral,0
right time maybe i don't know 3 years 4,0.2857142857142857,Positive,1
years 2 years who knows te technology is,0.0,Neutral,0
moving so fast that was my review of the,0.2,Positive,1
vision pro the case i really like uh,0.2,Positive,1
it's not worth 300 but it's a very,0.02500000000000001,Positive,1
premium case that i got um but yeah,0.0,Neutral,0
that's basically about the the vision,0.0,Neutral,0
pro if you have any questions let me,0.0,Neutral,0
know in the comment section,0.0,Neutral,0
below and yeah i'll see you in the next,0.0,Neutral,0
one uh so that was my review of the,0.0,Neutral,0
vision pro and um yeah good good one,0.7,Positive,1
apple yeah see you the next one bye,0.0,Neutral,0
music,0.0,Neutral,0
i've tried hundreds of tech gadgets over,0.0,Neutral,0
the last 20 plus years and i can,0.0,Neutral,0
honestly say there's nothing quite like,0.6,Positive,1
the apple vision pro it's an ambitious,0.25,Positive,1
albeit expensive mixed reality headset,-0.25,Negative,0
that looks to propel us all into a,0.0,Neutral,0
future of spatial computing the eye and,0.0,Neutral,0
hand tracking interface is amazing the,0.6000000000000001,Positive,1
3d videos blow away your local theater,0.0,Neutral,0
and the spatial video will put you in,0.0,Neutral,0
the middle of your memories there's also,0.0,Neutral,0
some great ar apps and games that are,0.8,Positive,1
truly immersive but is this thing worth,0.3,Positive,1
"3,500 there's a lot to go over so let's",0.0,Neutral,0
discuss my overall apple vision pro pros,0.0,Neutral,0
and,0.0,Neutral,0
"cons the entrylevel 3,500 apple vision",0.0,Neutral,0
pro kit comes with the headset itself a,0.0,Neutral,0
polishing cloth the basic light seal,0.2,Positive,1
cushion and a second thicker light seal,0.2,Positive,1
cushion and then optionally you have the,0.0,Neutral,0
zeiss optical inserts which you can use,0.0,Neutral,0
if you wear glasses or readers and they,0.0,Neutral,0
attach magnetically to the design so you,0.0,Neutral,0
can actually hear it snap there are two,0.0,Neutral,0
bands that come included with the vision,0.0,Neutral,0
pro the solo knit band is stretchy and,0.0,Neutral,0
makes it really easy to take the vision,0.43333333333333335,Positive,1
pro on and off and you can quickly,0.3333333333333333,Positive,1
tighten and loosen the fit with the,0.4,Positive,1
built-in knob the dual loop band,0.0,Neutral,0
provides more stability i find this one,0.5,Positive,1
better for longer vision pro sessions as,0.5,Positive,1
there's more support for what's a pretty,0.375,Positive,1
weighty headset for people who wear,0.0,Neutral,0
reading glasses like myself the inserts,0.0,Neutral,0
cost 99 and prescription lenses cost,0.0,Neutral,0
149 apple care plus will run you an,0.0,Neutral,0
additional 4.99 which gives you 2 years,0.0,Neutral,0
of unlimited repairs and damage,0.0,Neutral,0
protection that's a lot of money then,0.0,Neutral,0
when you tack on accessories like the,0.0,Neutral,0
199 case you're running up a bigger tab,0.0,Neutral,0
than you might initially plan,0.0,Neutral,0
for so what can you actually do with the,0.0,Neutral,0
vision pro for starters it's a,0.0,Neutral,0
multitasking champ thanks to the,0.2,Positive,1
built-in m2 chip that runs the vision os,0.0,Neutral,0
i launched safari in the center of my,-0.1,Negative,0
space then i turn to my left and as siri,0.0,Neutral,0
to launch slack and that app appeared,0.0,Neutral,0
then i turned to the right of safari and,0.2857142857142857,Positive,1
open apple music so i could have that,0.0,Neutral,0
playing in the background at any time,0.0,Neutral,0
you can pull up the control center by,-0.1,Negative,0
simply looking up and clicking on the,0.0,Neutral,0
floating downward facing arrow,0.0,Neutral,0
one of the options in control center is,-0.1,Negative,0
the ability to connect with your mac but,0.0,Neutral,0
you can also bring your mac desktop into,0.0,Neutral,0
the vision pro just by looking at it you,0.0,Neutral,0
don't get multiple desktop views but you,0.0,Neutral,0
do get a crystal clear 4k display that,0.10000000000000002,Positive,1
renders text crisply and you can make,0.25,Positive,1
that canvas massive your keyboard and,0.0,Neutral,0
mouse still work as they normally would,0.15,Positive,1
with no latency you can even use your,0.0,Neutral,0
keyboard in vision pro apps if you want,0.0,Neutral,0
yes only apple could do this and i can,0.0,Neutral,0
see myself taking the vision pro on,0.0,Neutral,0
business trips and using it back at the,0.0,Neutral,0
hotel for let's say editing photos or,0.0,Neutral,0
videos or just sitting back and watching,0.0,Neutral,0
a,0.0,Neutral,0
movie starting up front there are two,0.0,Neutral,0
microed displays that give you 23,0.0,Neutral,0
million pixels which is the equivalent,0.0,Neutral,0
of more than 4k per eye and on the right,0.39285714285714285,Positive,1
hand side you have the digital crown,0.0,Neutral,0
which will look familiar for apple watch,0.375,Positive,1
owners and what you can do with this is,0.0,Neutral,0
not only control the volume but also how,0.0,Neutral,0
immersive the environments are so if you,0.0,Neutral,0
go all the way to the right you'll close,0.2857142857142857,Positive,1
out the world around you and if you go,0.0,Neutral,0
all the way to the left you'll see a,0.0,Neutral,0
live view of whatever's in front of you,0.13636363636363635,Positive,1
on the left hand side there's another,0.0,Neutral,0
button and this one is for capturing,0.0,Neutral,0
content just press this button to,0.0,Neutral,0
capture spatial video and photos and you,0.0,Neutral,0
can also double press this to accepting,0.0,Neutral,0
payments within the apple app,0.0,Neutral,0
store the vision pro weighs 1.3 to 1.4,0.0,Neutral,0
lbs depending on the light seal and the,0.4,Positive,1
headband configuration which is heavier,0.0,Neutral,0
than the 11in ipad pro on your head for,0.0,Neutral,0
context the meta quest 3 weighs 1.1 lb,0.0,Neutral,0
and the meta quest pro 1.6 lb so the,0.0,Neutral,0
vision pro falls somewhere in between i,0.0,Neutral,0
wore vision pro on and off for several,0.0,Neutral,0
hours and i didn't find it uncomfortable,-0.5,Negative,0
to wear but i did feel like taking,0.0,Neutral,0
periodic brakes because of the heft i,0.0,Neutral,0
also got some light marks on my cheeks,0.4,Positive,1
there's no controllers to deal with with,0.0,Neutral,0
the apple vision pro you just use your,0.0,Neutral,0
eyes to look at the element you want to,0.0,Neutral,0
select and then you tap your thumb and,0.0,Neutral,0
index finger together to,0.0,Neutral,0
click the apple vision pros vision os,0.0,Neutral,0
starts with your real world view as the,0.2,Positive,1
baseline bringing digital content into,0.0,Neutral,0
your environment instead of taking it,0.0,Neutral,0
over the video pass through is very,0.2,Positive,1
lifelike thanks to the r1 chip that's,0.25,Positive,1
fast enough to stream images to the,0.1,Positive,1
vision pro's micro oled displays within,0.0,Neutral,0
12 milliseconds that's eight times,0.0,Neutral,0
faster than you can blink as you stare,0.0,Neutral,0
around the home screen view and move,0.0,Neutral,0
your eyes from icon to icon they light,0.4,Positive,1
up ready to be selected the eye tracking,0.2,Positive,1
is so good it's also used to,0.7,Positive,1
authenticate you via optic id which,0.0,Neutral,0
measures your pupils as a security,0.0,Neutral,0
biometric so think face for your eyes,0.0,Neutral,0
when it works it works well but a couple,0.0,Neutral,0
of times during my testing it didn't,0.0,Neutral,0
work and sometimes you need to re-enter,0.0,Neutral,0
your pin code via a floating keyboard to,0.0,Neutral,0
enable optic,0.0,Neutral,0
id hand gestures for the vision pro let,0.0,Neutral,0
you scroll from left to right and up and,0.14285714285714285,Positive,1
down by pinching your fingers together,-0.15555555555555559,Negative,0
and then dragging in the direction that,0.0,Neutral,0
you want zooming in on a photo or web,0.0,Neutral,0
page is as easy as pinching your fingers,0.43333333333333335,Positive,1
together with both hands and then,0.0,Neutral,0
spreading them apart it's very very,0.26,Positive,1
intuitive think of environments on the,0.0,Neutral,0
apple vision pro as 3d desktops on,0.0,Neutral,0
steroids there are several options,0.0,Neutral,0
available ranging from yus and halika to,0.4,Positive,1
the moon i tried mount hood and was,0.0,Neutral,0
floored by the level of realism with,0.0,Neutral,0
detailed sand and rocks beneath my feet,0.4,Positive,1
rippling water in front of me and a,0.0,Neutral,0
towering mountain in the background,0.0,Neutral,0
turning the digital crown clockwise for,0.0,Neutral,0
more or counterclockwise for less i,0.16666666666666669,Positive,1
tuned just how removed from my actual,0.0,Neutral,0
environment i want it to be the apple,0.0,Neutral,0
vision pro lets you type on a floating,0.0,Neutral,0
keyboard to enter text but it's not very,-0.1,Negative,0
satisfying for one there's no tactile,0.5,Positive,1
feedback even though you can hear clicks,0.0,Neutral,0
as you type and you can't type very,0.2,Positive,1
quickly it's more of a pe pe pec,0.5,Positive,1
scenario i do like that you can enter,0.0,Neutral,0
text with your voice for example if,0.0,Neutral,0
you're in safari and you just stare at,0.0,Neutral,0
the microphone icon in the address bar,0.0,Neutral,0
and speak toms guy.com it will,0.0,Neutral,0
automatically take you to that website,0.0,Neutral,0
it's kind of magical also keep in mind,0.55,Positive,1
that you can easily pair a bluetooth,0.43333333333333335,Positive,1
keyboard to the apple vision pro for,0.0,Neutral,0
easier and faster text,0.0,Neutral,0
input with the apple vision pro you,0.0,Neutral,0
don't need a home theater like this in,0.0,Neutral,0
order to have an immersive experience in,0.0,Neutral,0
fact with this headset you could take a,0.0,Neutral,0
100t screen wherever you'd go to watch,0.0,Neutral,0
3d movies the apple vision pro on day,0.0,Neutral,0
one is already a first class,0.25,Positive,1
entertainment device and it will make,0.0,Neutral,0
even the biggest skeptic a believer in,0.0,Neutral,0
3d movies there are hundreds of 3d,0.0,Neutral,0
titles available on apple tv plus i was,0.4,Positive,1
personally blown away when i saw the,0.0,Neutral,0
mario brothers movie so not only did i,0.0,Neutral,0
get a 3d vision in front of me in terms,0.0,Neutral,0
of the action but because of the,0.1,Positive,1
environments that you can put up behind,-0.4,Negative,0
it it was like i was floating in the,0.0,Neutral,0
clouds as i was watching the movie i,0.0,Neutral,0
almost felt like i get into the action,0.1,Positive,1
myself so even watching a simple nature,0.0,Neutral,0
video on youtube can become larger than,0.0,Neutral,0
life because you can super siize the,0.3333333333333333,Positive,1
player within safari and then place it,0.0,Neutral,0
on a wall in front of you and it's even,0.0,Neutral,0
bigger than the screen that's in this,0.0,Neutral,0
room if you want to take entertainment,0.0,Neutral,0
to the next level there's immersive,0.0,Neutral,0
video i'm not someone who watches a lot,0.0,Neutral,0
of adventure videos but i was blown away,0.0,Neutral,0
when i was able to see a woman walk,0.5,Positive,1
across a tight rpp attached to two,-0.17857142857142858,Negative,0
mountains and if you look down you will,-0.15555555555555559,Negative,0
feel a little bit little bit scared cuz,-0.1875,Negative,0
you see the height that she's doing this,0.0,Neutral,0
from and i also got up close in personal,0.0,Neutral,0
with alicia keys in the rehearsal studio,0.0,Neutral,0
and as i looked around i could see the,0.0,Neutral,0
instruments we have our backup singers,0.0,Neutral,0
and musicians on the right hand side so,0.2857142857142857,Positive,1
it's almost like you're sort of like,0.0,Neutral,0
eavesdropping on the rehearsal process,0.0,Neutral,0
as i was listening to alicia keys in the,0.0,Neutral,0
immersive video it reminded me of the,0.0,Neutral,0
fact that you don't need to use,0.0,Neutral,0
headphones because you have these audio,0.0,Neutral,0
pods built in to the left and right hand,0.14285714285714285,Positive,1
side and they deliver really great audio,0.8,Positive,1
quality in terms of the clarity but also,0.0,Neutral,0
surprisingly good low-end if you want,0.7,Positive,1
truly the best audio experience you want,1.0,Positive,1
to pair the apple vision pro with a pair,0.0,Neutral,0
of airpods especially the usbc model,0.0,Neutral,0
because that's lossless,0.0,Neutral,0
audio but how about entertainment via,0.0,Neutral,0
your own content i took a special video,0.47857142857142854,Positive,1
of my three dogs at home in our sun room,0.0,Neutral,0
and each pup looked in incredibly,0.9,Positive,1
lifelike as they got closest to the,0.3,Positive,1
camera and it was like i could reach out,0.0,Neutral,0
and pet them you'll get the best results,1.0,Positive,1
if your subjects are moving and you stay,0.0,Neutral,0
fairly still as i lost that immersive,0.7,Positive,1
effect when i turn my head to follow,0.0,Neutral,0
them around but of course wearing this,0.0,Neutral,0
headset in public is going to make you,0.0,Neutral,0
look geeky the good news is that you can,0.7,Positive,1
use your iphone 15 pro or pro max,0.0,Neutral,0
because with the most recent updates you,0.25,Positive,1
can now capture spatial videos directly,0.1,Positive,1
through your iphone the vision pro also,0.0,Neutral,0
brings panoramic photos to life in a new,0.13636363636363635,Positive,1
way by wrapping them around you so it's,0.0,Neutral,0
as if you're standing in the center of,-0.1,Negative,0
the frame for example i took an amazing,0.6000000000000001,Positive,1
panorama of the manhattan skyline from,0.0,Neutral,0
the balcony of a bronx apartment and i,0.0,Neutral,0
was completely immersed in the photo,0.1,Positive,1
from the coca-cola truck on the left,0.0,Neutral,0
side of the frame to the bridge in the,0.0,Neutral,0
center and the tall skyscrapers peeking,-0.1,Negative,0
through the cloudy background the apple,0.0,Neutral,0
vision pro can run over a million,0.0,Neutral,0
compatible iphone and ipad apps at,0.0,Neutral,0
launch which is nice but i was more,0.55,Positive,1
interested in testing the truly native,0.25,Positive,1
vision pro apps the most impressive,0.75,Positive,1
vision pro app i tried is dj which puts,0.0,Neutral,0
you right in front of a mixer and,0.2857142857142857,Positive,1
turntables i had no idea what i was,0.0,Neutral,0
doing but i was still blown away with,0.0,Neutral,0
the realism of the table itself and the,0.0,Neutral,0
fact that i could interact with all the,0.0,Neutral,0
buttons sliders and needles as if they,0.0,Neutral,0
were there i also played what the golf,0.0,Neutral,0
where you can place the virtual course,0.0,Neutral,0
anywhere in the room and start putting,0.0,Neutral,0
it's very noteworthy what apps are not,0.2,Positive,1
here at launch for the vision pro such,0.0,Neutral,0
as netflix and youtube there's not even,0.0,Neutral,0
ipad compatible apps right now when,0.2857142857142857,Positive,1
asked about snubbing the vision pro,0.0,Neutral,0
netflix's ceo said that they're in,0.0,Neutral,0
discussions with apple but right now the,0.2857142857142857,Positive,1
device is so subscale it's not,0.0,Neutral,0
particularly relevant yikes apple,0.4,Positive,1
doesn't want people to be closed off,-0.1,Negative,0
from the rest of the world while using,0.0,Neutral,0
the vision pro so they've developed a,0.1,Positive,1
few technologies to keep you at least,-0.25,Negative,0
somewhat connected the first innovation,0.25,Positive,1
is eyesight eyesight allows others to,0.0,Neutral,0
see a digital version of your eyes when,0.0,Neutral,0
they try to engage you while you're,0.0,Neutral,0
wearing vision pro if someone comes up,0.0,Neutral,0
to talk to you they'll break into your,0.0,Neutral,0
view and they'll see your eyes it's a,0.0,Neutral,0
subtle effect and a bit creepy looking,-0.41666666666666663,Negative,0
but still effective still there's no,0.6,Positive,1
substitute for you know briefly taking,0.0,Neutral,0
off the,0.0,Neutral,0
headset let's talk about digital persona,0.0,Neutral,0
because it is one of the most unique,0.4375,Positive,1
features and honestly creepiest features,0.6,Positive,1
about the apple vision pro but the idea,0.0,Neutral,0
is that when you're in a facetime call,0.0,Neutral,0
or zoom or other apps that support it,-0.125,Negative,0
you can use a digital avatar of yourself,0.0,Neutral,0
in those calls and it'll mimic your,0.0,Neutral,0
expressions your smiles your smirks and,0.0,Neutral,0
even your blanks because of the eye,0.0,Neutral,0
tracking it actually it kind of reminds,0.6,Positive,1
me of nba players in nba 2k where you,0.0,Neutral,0
have that uncanny valley experience,0.0,Neutral,0
where it it looks like that person but,0.0,Neutral,0
once they start talking and moving you,0.0,Neutral,0
know that it's not,0.0,Neutral,0
real beyond all the controls and cool,0.275,Positive,1
features i did encounter some bugs at,0.0,Neutral,0
time with the vision pro for example,0.0,Neutral,0
during one session the headset refused,0.0,Neutral,0
to open the photos app i was staring at,0.0,Neutral,0
and clicking on taking the headset off,0.0,Neutral,0
